index,chatroom,dt,date,time,character,text
62,팀단톡,1.00,,,독백,이럴거면 열심히 문서 버전 숫자는 왜 올리는거야? (t1)
63,팀단톡,2.00,,2:55,팀장님,unCheck_num = 2<br>아 죄송합니다. 제가 깜박했어요
64,팀단톡,3.00,,2:55,팀장님,unCheck_num = 2<br>다음번에 수정해올게요.
65,팀단톡,2.00,,2:56,아트님,unCheck_num = 2<br>이거 벌써 2주째라서 빨리 꼭 부탁드릴게요.
66,팀단톡,2.00,,2:56,팀장님,"unCheck_num = 2<br>네네, 더 있나요?저 이제 잘 시간인데;"
,팀단톡,1.00,,,선택지,"네, 얘기할게 조금더 있어서요."
,팀단톡,,,,선택지,"하기 싫어요? 하지 마세요, 그럼."
67,팀단톡,1.00,,2:57,아트님,"unCheck_num = 2<br>네, 얘기할게 조금더 있어서요."
68,팀단톡,1.00,,2:57,아트님,unCheck_num = 2<br>이게 결정돼야 서로 업무가 안 꼬이니까요.
69,팀단톡,2.00,,2:58,팀장님,unCheck_num = 2<br>흠
70,팀단톡,1.00,,,독백,"아니, 내가 팀장이냐고… (t1)"
71,팀단톡,2.00,,2:58,팀장님,unCheck_num = 2<br>알겠어요. 대신 빨리 끝내주세요.
72,팀단톡,1.00,,2:57,아트님,"unCheck_num = 2<br>하기 싫어요? 하지 마세요, 그럼."
73,팀단톡,1.00,,2:57,아트님,unCheck_num = 2<br>누구는 잘 시간 아니어서 이러고 있어요?
74,팀단톡,1.00,,2:57,아트님,unCheck_num = 2<br>이걸 끝내야 업무가 안 꼬이니까 그런 거잖아요.
75,팀단톡,2.00,,2:58,팀장님,unCheck_num = 2<br>아니 그건 저도 아는데 시간이 너무 늦어서 말씀드릴 수도 있는 거잖아요.
76,팀단톡,1.00,,2:58,아트님,unCheck_num = 2<br>그러면 저번에 말씀하신대로 수정해오셨어야죠.
77,팀단톡,2.00,,2:59,팀장님,unCheck_num = 2<br>하… 예예 하세요.
78,팀단톡,1.00,,,독백,하… 그냥 때려치고 싶네 (t1)
79,팀단톡,,,,입장,1
80,팀단톡,2.00,,3:00,이채린,unCheck_num = 1<br>아직 회의 중이신가요..
81,팀단톡,1.00,,3:01,아트님,unCheck_num = 1<br>네네
82,팀단톡,1.00,,3:01,이채린,unCheck_num = 1<br>혹시… 저도 필요한 회의일까요…
83,팀단톡,1.00,,3:01,아트님,unCheck_num = 1<br>아 아니에요 괜찮아요
84,팀단톡,1.00,,3:02,이채린,unCheck_num = 1<br>그래도 혹시 한명이라도 있으면 더 좋지 않을까요..?
85,팀단톡,1.00,,3:02,아트님,unCheck_num = 1<br>졸리시면 언제든지 주무시러 가셔도 돼요!
86,팀단톡,2.00,,3:03,아트님,unCheck_num = 1<br>그러면 이어서 이야기하자면 이거 여기서 '전투중'은 컷신이라서 애니메이션 처리할건데 NPC 수가 너무 많아서 줄여야 할 것 같아요
87,팀단톡,2.00,,3:03,아트님,unCheck_num = 1<br>image_08
88,팀단톡,3.00,,3:03,팀장님,unCheck_num = 1<br>엥? 그거 플레이어가 진짜로 전투하는건데?
89,팀단톡,1.00,,,독백,뭐..? (t1)
,팀단톡,1.00,,,선택지,기획서에는 컷신으로 되어있던데 바뀌었나요?
,팀단톡,,,,선택지,아니 컷신이라매요
90,팀단톡,1.00,,3:04,아트님,unCheck_num = 1<br>기획서에는 컷신으로 되어있던데 바뀌었나요?
91,팀단톡,1.00,,3:04,팀장님,unCheck_num = 1<br>아니 기획서에도 전투라고 되어 있는데
92,팀단톡,1.00,,3:04,아트님,unCheck_num = 1<br>어떤 기획서인가요?
93,팀단톡,1.00,,3:05,팀장님,unCheck_num = 1<br>잠시만요.
94,팀단톡,2.00,,3:05,이채린,"unCheck_num = 1<br>어..? 이거 컷신 아니었어요..? 저도 애니메이션인줄 알았는데..,"
95,팀단톡,1.00,,,독백,뭐지… 이 불안한 기운은… (t1)
96,팀단톡,3.00,,3:07,팀장님,unCheck_num = 1<br>+시놉시스 vol1.4.2.docs
97,팀단톡,1.00,,3:07,팀장님,unCheck_num = 1<br>여기에 실제 전투로 진행한다고 되어있잖아요.
98,팀단톡,1.00,,,독백,어..? 이게 뭐지? 처음 보는건데 (t1)
99,팀단톡,2.00,,3:10,아트님,unCheck_num = 1<br>이 문서 보여주신 적 없잖아요.. 그러면 콘티에서도 써주셨어야해요. 
100,팀단톡,1.00,,3:04,아트님,unCheck_num = 1<br>아니 컷신이라매요
101,팀단톡,2.00,,3:04,아트님,unCheck_num = 1<br>그래서 지금까지 당연히 애니메이션으로 처리하려고 생각하고 있었던건데
102,팀단톡,1.00,,3:05,팀장님,unCheck_num = 1<br>네? 뭔소리에요. 항상 전투라고 했는데
103,팀단톡,1.00,,3:05,아트님,unCheck_num = 1<br>아니 기획서랑 콘티에는 '컷신-애니메이션'으로 되어있잖아요.
104,팀단톡,1.00,,3:06,팀장님,unCheck_num = 1<br>아니 그러니까 그건 그렇게 처리할 전투 컷신만 그렇다는 거고요.
105,팀단톡,1.00,,3:07,이채린,unCheck_num = 1<br>어… 저도… 컷신이라고… 생각했는데…
106,팀단톡,2.00,,3:08,아트님,unCheck_num = 1<br>그러면 그걸 명시를 해줬어야죠.
107,팀단톡,1.00,,,독백,아니 아무리 내용을 확인해도 없는데 뭘 말하는 거지 대체... (t2)
110,팀단톡,1.00,,3:10,팀장님,unCheck_num = 1<br>아니 근데 이게 무슨 상관이 있나요?
111,팀단톡,1.00,,3:10,팀장님,"unCheck_num = 1<br>NPC야 뭐, 여러명이여도 재활용해서 쓰시면 되잖아요."
112,팀단톡,,,,독백,아… 미치겠다.. (t1)
113,팀단톡,1.00,,3:11,아트님,unCheck_num = 1<br>당연히 상관이 있죠.
114,팀단톡,3.00,,3:11,아트님,unCheck_num = 1<br>그냥 컷신용으로 애니메이션에 쓸 캐릭터 만드는 거랑 몬스터처럼 작용하는 캐릭터를 만드는 거랑은 저희 작업방식상 완전히 다르죠.
,팀단톡,1.00,,,선택지,이게 플레이어가…
,팀단톡,,,,선택지,아니 이정도 양인줄 알았으면…
115,팀단톡,1.00,,3:12,아트님,unCheck_num = 1<br>이게 플레이어가 실제로 전투하는 거면 일정대로 하기 어려울 것 같아요.
116,팀단톡,2.00,,3:12,팀장님,unCheck_num = 1<br>아니 그냥 기존에 만든 것들 색감만 바꿔서 재활용해서 쓰면 되잖아요.
117,팀단톡,2.00,,3:13,아트님,"unCheck_num = 1<br>팀장님, 예전에도 말이 나왔지만 저희 캐릭터가 뼈대를 가지고 있고"
118,팀단톡,1.00,,3:13,아트님,unCheck_num = 1<br>그 뼈대에 맞춰서 몸을 파츠별로 나누고
119,팀단톡,1.00,,3:14,아트님,unCheck_num = 1<br>그걸 조작해서 만드는거잖아요?
120,팀단톡,2.00,,3:14,팀장님,"unCheck_num = 1<br>네, 그렇죠"
121,팀단톡,1.00,,3:14,아트님,unCheck_num = 1<br>파츠 나누는 작업이랑 나눈 파츠가 부드럽게 연결되는지 확인하는 작업이 필요하잖아요
122,팀단톡,2.00,,3:15,아트님,unCheck_num = 1<br>그러면 당연히 작업량이 늘겠죠?
123,팀단톡,2.00,,3:15,팀장님,"unCheck_num = 1<br>음, 그러네요. 그래도 아트 리소스는 줄어들어서 상관없다고 생각합니다."
124,팀단톡,1.00,,3:16,아트님,"unCheck_num = 1<br>그렇게 생각하시면 안된다고 생각해요, 팀장님."
125,팀단톡,1.00,,3:12,아트님,unCheck_num = 1<br>아니 이정도 양인줄 알았으면 시작도 안 했죠.
126,팀단톡,2.00,,3:13,팀장님,unCheck_num = 1<br>근데 이거 그냥 NPC가 몇 명이든 작업했던거 색감만 바꿔서 쓰면 되잖아요.
127,팀단톡,1.00,,3:13,아트님,unCheck_num = 1<br>아니 이게 컷신 애니메이션은 제가 필요한 것만 그리면 되는데
128,팀단톡,2.00,,3:13,아트님,unCheck_num = 1<br>몬스터처럼 움직이는건 캐릭터를 파츠별로 찢어서 하나하나 움직임을 적용시키는건데
129,팀단톡,1.00,,3:14,아트님,unCheck_num = 1<br>어떻게 재활용을 해요.
130,팀단톡,1.00,,3:14,아트님,unCheck_num = 1<br>이건 추가작업이 생기는거잖아요.
131,팀단톡,2.00,,3:14,팀장님,"unCheck_num = 1<br>아, 알겠어요. 알겠어."
132,팀단톡,1.00,,3:15,팀장님,"unCheck_num = 1<br>그러면 뭐, 어떻게 하고 싶으세요?"
133,팀단톡,1.00,,,독백,하… 어떻게 애니메이션에 대해 아직도 파악을 못하고 있는거지? (t2)
134,팀단톡,1.00,,3:16,아트님,unCheck_num = 1<br>이거는 플레이어가 직접 전투하는 걸 빼거나 게임자체를 축소시켜야 한다고 생각해요.
135,팀단톡,2.00,,3:17,팀장님,unCheck_num = 1<br>근데 전투하는게 나름 핵심 시스템인데 그거를 메인 스토리에서 다 빼면 게임 정체성이 없어지는데요
,팀단톡,1.00,,,선택지,근데 이게 일정을 맞추려면 어쩔 수 없어서..
,팀단톡,,,,선택지,아니 안 빼면 완성이 안 된다니까요?
136,팀단톡,1.00,,3:18,아트님,unCheck_num = 1<br>근데 이게 일정을 맞추려면 어쩔 수 없어서..
137,팀단톡,1.00,,3:19,아트님,unCheck_num = 1<br>메인 스토리에서만 전투를 빼고
138,팀단톡,1.00,,3:19,아트님,unCheck_num = 1<br>스토리는 컷신으로만 진행하는 느낌이어도 좋을 것 같아요.
139,팀단톡,3.00,,3:20,팀장님,"unCheck_num = 1<br>제 생각에는 '전투'라는 기능을 기본적인 시뮬레이션 장르에 추가로 넣은 기획인데다, 전투 콘텐츠의 중요도를 낮게 설정해놔서 "
140,팀단톡,2.00,,3:20,팀장님,unCheck_num = 1<br>메인 스토리에도 안 넣을거면 '전투' 시스템 자체를 아예 빼는게 낫지 않을까요…
141,팀단톡,2.00,,3:21,아트님,"unCheck_num = 1<br>아, 그래도 이미 전투 기능을 구현을 했는데 아예 빼는 건 고민을 더 해봐야 할 것 같아요."
142,팀단톡,2.00,,3:22,팀장님,unCheck_num = 1<br>근데 문제는 '전투'를 스토리에서 빼면 '전투'의 중요도가 너무 낮아져서 시뮬레이션 장르와 저희 게임의 차별성이 사라져요.
143,팀단톡,1.00,,,독백,아. (t1)
144,팀단톡,0.00,,,독백,아... (t1)
145,팀단톡,0.00,,,독백,아….... (t1)
146,팀단톡,1.00,,,독백,하…씨... (t1)
147,팀단톡,3.00,,3:25,이채린,unCheck_num = 1<br>어… 이거는 다음 회의때 산호도 같이 얘기하는게 맞지 않을까요…?
148,팀단톡,2.00,,3:26,아트님,"unCheck_num = 1<br>네, 그래야 할 것 같아요. 다들 고민할 시간이 필요하고 산호님이 전투 기능을 작업하셨으니까 의견을 들어봐야 할 것 같아요."
149,팀단톡,2.00,,3:27,팀장님,"unCheck_num = 1<br>네, 그렇게 하시죠.."
150,팀단톡,1.00,,3:18,아트님,unCheck_num = 1<br>아니 안 빼면 완성이 안 된다니까요?
151,팀단톡,1.00,,3:18,팀장님,unCheck_num = 1<br>근데 이걸 빼버리면 안 된다니까요?
152,팀단톡,2.00,,3:19,팀장님,unCheck_num = 1<br>애초에 기본적인 시뮬레이션 장르에 '전투' 기능을 더한게 우리 게임의 특징이잖아요.
153,팀단톡,2.00,,3:19,팀장님,unCheck_num = 1<br>근데 전투 기능 중요도도 낮아서 메인스토리에서 빼버릴거면 아예 빼버리는게 나아요.
154,팀단톡,3.00,,3:20,아트님,unCheck_num = 1<br>저희가 내년에 팀이 유지될 수 없는 상황이잖아요. 일정을 감안하면
155,팀단톡,1.00,,3:20,팀장님,unCheck_num = 1<br>아니
156,팀단톡,2.00,,3:20,아트님,unCheck_num = 1<br>스토리에서만이라도 빼는게 낫지 않을까요?
157,팀단톡,1.00,,,독백,아니…(t1)
158,팀단톡,3.00,,3:22,이채린,unCheck_num = 1<br>저도… 거의 1년이나 진행했는데 완성까지 하는게 맞다고 생각하긴 하는데…
159,팀단톡,2.00,,3:22,팀장님,unCheck_num = 1<br>아니 그러면 애초에 장르가 그냥 시뮬레이션이 되버려서
160,팀단톡,2.00,,3:22,팀장님,unCheck_num = 1<br>전부 다 갈아엎어야해요.
161,팀단톡,1.00,,,독백,왜 갈아엎어야돼??? (t1)
162,팀단톡,2.00,,3:23,아트님,unCheck_num = 1<br>전부 다 갈아엎으면 완성을 못하는데 메인스토리에서 '전투'만 빼는게 왜 아예 갈아엎는 것까지 가는지 저는 솔직히 모르겠어요.
163,팀단톡,1.00,,3:23,팀장님,unCheck_num = 1<br>아니 그니까 그러면 장르가 아예 달라진다니까요. 그럴거면 지금 작업물들 다 안 맞으니까 다 갈아엎어야 한다고요.
164,팀단톡,2.00,,,독백,지금 우리에게 장르보다 중요한게 게임의 완성 아닌가…? (t2)
165,팀단톡,1.00,,3:24,팀장님,unCheck_num = 1<br>처음부터 만들고 싶어요?
166,팀단톡,1.00,,3:24,팀장님,unCheck_num = 1<br>애초에 전투를 빼는 거 자체가 문제라니까요?
167,팀단톡,2.00,,,독백,그럼 니가 일하던가.. (t10)
