index,chatroom,dt,date,time,character,text
65,팀단톡,2.00,,12:01,팀장님,unCheck_num = 0<br>근데 그러면 뭐 달라지는 게 있나요? 보이는 건 똑같지 않나요?
66,팀단톡,3.00,,12:01,아트님,unCheck_num = 0<br>아니죠. 팔이 꺾이잖아요.
67,팀단톡,2.00,,12:01,아트님,unCheck_num = 0<br>보여주신 예시자료는 위에서 보는 거라서 크게 티가 안 나지만
68,팀단톡,3.00,,12:01,아트님,unCheck_num = 0<br>저희 게임은 횡스크롤이라서 옆모습이잖아요.
69,팀단톡,2.00,,12:01,팀장님,unCheck_num = 0<br>근데 게임적 허용이란게 있잖아요.
,팀단톡,1.00,,,선택지,근데 이게 애니메이션으로도 표현을 해야되잖아요.
,팀단톡,,,,선택지,아니 이걸 어떻게 게임적 허용으로 넘겨요
70,팀단톡,1.00,,12:02,아트님,unCheck_num = 0<br>근데 이게 애니메이션으로도 표현을 해야되잖아요.
71,팀단톡,2.00,,12:02,김산호,unCheck_num = 0<br>ㅇㅇ 그래서 팔 안 꺾이면 바닥 뚫림.
72,팀단톡,1.00,,12:03,아트님,unCheck_num = 0<br>그쵸
73,팀단톡,1.00,,12:03,이채린,unCheck_num = 0<br>우리 심지어 캐릭터에 뼈대 있지 않나요..
74,팀단톡,1.00,,12:02,아트님,unCheck_num = 0<br>아니 이걸 어떻게 게임적 허용으로 넘겨요
75,팀단톡,2.00,,12:02,팀장님,unCheck_num = 0<br>아니 그 왜 불가능한 것도 되게 하는 그렇게 잠깐 하면 되죠.
76,팀단톡,2.00,,12:03,아트님,unCheck_num = 0<br>제가 지금 게임적 허용을 모르는게 아니잖아요
77,팀단톡,2.00,,12:03,아트님,unCheck_num = 0<br>이게 애니메이션으로도 표현을 해야되잖아요.
78,팀단톡,2.00,,12:03,아트님,unCheck_num = 0<br>우리 심지어 캐릭터에 뼈대도 있어요.
79,팀단톡,2.00,,12:03,아트님,unCheck_num = 0<br>아예 불가능하다니까요?
80,팀단톡,2.00,,12:04,팀장님,unCheck_num = 0<br>아니 그니까 게임적 허용이죠.
81,팀단톡,1.00,,12:03,이혜린,unCheck_num = 0<br>아트님 말이 맞는 것 같긴 한데 허용하기 많이 어렵나요?
82,팀단톡,1.00,,12:03,김산호,"unCheck_num = 0<br>근데 언니, 그렇게 하면 바닥 뚫려"
83,팀단톡,1.00,,12:04,아트님,unCheck_num = 0<br>그쵸
84,팀단톡,2.00,,12:05,팀장님,unCheck_num = 0<br>오키 그럼 대각선 베기로 하시죠.
85,팀단톡,2.00,,,독백,하… 이게 이렇게(1t)
86,팀단톡,0.00,,,독백,오래 이야기 해야할 부분인가(1t)
87,팀단톡,2.00,,12:07,팀장님,unCheck_num = 0<br>근데 아트님 UI 관련해서 컨펌할 거 있어요.
88,팀단톡,2.00,,12:07,아트님,unCheck_num = 0<br>컨펌시트에 올리신 내용이신가요? 올리셨으면 다음에 한꺼번에 확인할게요.
,팀단톡,,,,퇴장,1
89,팀단톡,1.00,,12:08,팀장님,unCheck_num = 1<br>아 근데 지금 바로 확인하셔야 할 것 같아서요. 다른 작업에 영향을 미칠 수도 있어서요.
90,팀단톡,1.00,,12:08,아트님,unCheck_num = 1<br>어떤건가요?
91,팀단톡,1.00,,12:08,팀장님,unCheck_num = 1<br>그 캐릭터정보 UI 있잖아요. 그거 너무 뭔가 느낌이 이상해요
,팀단톡,1.00,,,선택지,정확하게 어떤 부분이 이상하신가요?
,팀단톡,,,,선택지,이것도 느낌적인 느낌인가요?
92,팀단톡,1.00,,12:09,아트님,unCheck_num = 1<br>정확하게 어떤 부분이 이상하신가요?
93,팀단톡,1.00,,12:09,팀장님,unCheck_num = 1<br>음
94,팀단톡,1.00,,12:10,팀장님,unCheck_num = 1<br>대칭이 안 맞아요.
95,팀단톡,2.00,,12:10,아트님,unCheck_num = 1<br>image_04
96,팀단톡,1.00,,12:11,아트님,unCheck_num = 1<br>이거 말씀하시는 거 맞죠?
97,팀단톡,1.00,,12:11,팀장님,unCheck_num = 1<br>네네
98,팀단톡,2.00,,12:11,아트님,unCheck_num = 1<br>주변 테두리 때문에 그러시나요?
99,팀단톡,2.00,,12:12,팀장님,"unCheck_num = 1<br>네, 대칭이라고 해야 되나 가운데 정렬이 안 되어 있는 것 같아요."
100,팀단톡,2.00,,12:12,팀장님,"unCheck_num = 1<br>채린아, 너가 보기에는 어때?"
101,팀단톡,2.00,,12:13,이채린,unCheck_num = 1<br>아트님 말씀들어보니까 조금은 정리되어도 좋을 거 같은데…
102,팀단톡,2.00,,12:13,이채린,unCheck_num = 1<br>근데… 나는 잘 몰라서…
103,팀단톡,1.00,,,독백,채린님이 힘들어하시는 거 같아.(1t)
104,팀단톡,0.00,,,독백,빨리 마무리해야겠네.(1t)
105,팀단톡,1.00,,12:09,아트님,unCheck_num = 1<br>이것도 느낌적인 느낌인가요?
106,팀단톡,1.00,,12:09,팀장님,unCheck_num = 1<br>…
107,팀단톡,1.00,,12:10,팀장님,unCheck_num = 1<br>그냥 좀 삐딱한 느낌?
108,팀단톡,1.00,,,독백,제발 느낌이라는 말 좀 그만해라!!(1t)
109,팀단톡,2.00,,12:11,아트님,unCheck_num = 1<br>image_04
110,팀단톡,1.00,,12:11,아트님,unCheck_num = 1<br>이거 말씀하시는 거 맞죠?
111,팀단톡,1.00,,12:11,팀장님,unCheck_num = 1<br>네네
112,팀단톡,2.00,,12:12,아트님,unCheck_num = 1<br>기획서에 있는 컨셉에 맞춰서 만들어드린건데...
113,팀단톡,1.00,,12:12,아트님,unCheck_num = 1<br>어떤 부분이 삐딱하다는 건가요?
114,팀단톡,2.00,,12:12,팀장님,unCheck_num = 1<br>그니까 이걸 뭐라 해야하지
115,팀단톡,2.00,,12:13,팀장님,unCheck_num = 1<br>채린아 너가 보기에도 삐딱하지 않아?
116,팀단톡,2.00,,12:13,이채린,unCheck_num = 1<br>그런가…
117,팀단톡,1.00,,12:14,이채린,unCheck_num = 1<br>괜찮지 않을까..?
118,팀단톡,1.00,,12:14,이채린,unCheck_num = 1<br>나는 이런거 잘 몰라서…
119,팀단톡,1.00,,,독백,채린님이 점점 주눅들어간다... (1t)
120,팀단톡,2.00,,12:14,팀장님,unCheck_num = 1<br>아니 잘 봐봐. 뭔가 이상하지 않아?
121,팀단톡,2.00,,12:14,아트님,unCheck_num = 1<br>그럼 테두리 좀 정리해서 다시 보여드릴게요.
122,팀단톡,2.00,,12:15,팀장님,"unCheck_num = 1<br>네, 그리고 다른 것들도 정렬이랑 대칭 좀 맞춰주세요."
123,팀단톡,,,,입장,1
124,팀단톡,2.00,,12:15,아트님,unCheck_num = 0<br>팀장님 이게… 정렬이랑 대칭 맞춘다고 다 이쁜게 아니라서요ㅠㅠ
125,팀단톡,1.00,,,독백,이 사람 맨날 문서작업만 하더니(1t)
126,팀단톡,0.00,,,독백,문서인간이 돼버린건가?(1t)
127,팀단톡,1.00,,12:16,팀장님,unCheck_num = 0<br>아 근데 뭔가 어색한데
128,팀단톡,1.00,,12:16,김산호,unCheck_num = 0<br>뭐야 저거 위에 얘기하는거야?
129,팀단톡,2.00,,12:17,김산호,unCheck_num = 0<br>난 둘다 좋은디?
,팀단톡,1.00,,,선택지,"자, 팀장님.."
,팀단톡,,,,선택지,아니 그놈의 정렬..
130,팀단톡,1.00,,12:17,아트님,"unCheck_num = 0<br>자, 팀장님, 팀장님이 평소에 하시는 건 서류작업이라 괜찮은데 저희는 게임이잖아요. 그래서 무조건 딱 맞춘다고 이쁜게 아니라고 생각해요ㅠㅠ"
131,팀단톡,3.00,,12:18,팀장님,unCheck_num = 0<br>근데 그러면 보기 불편하잖아요.
132,팀단톡,1.00,,12:18,아트님,unCheck_num = 0<br>그래도 상황에 따라 맞는게 있는 거고..
129,팀단톡,2.00,,12:18,아트님,unCheck_num = 0<br>우선 주변 테두리를 정리하고 다시 보는 게 어떨까요?
130,팀단톡,1.00,,12:19,팀장님,unCheck_num = 0<br>그러면 다른 것들은 미리 맞춰서 작업해주세요.
131,팀단톡,1.00,,,독백,하…. 뇌주름도 대칭인가 (1t)
132,팀단톡,2.00,,12:19,아트님,unCheck_num = 0<br>그러니까 전부다 맞춘다고 하지 말고 지금처럼 상황에 맞게 조절해야 할 것 같다고 생각해요.
133,팀단톡,3.00,,12:20,팀장님,"unCheck_num = 0<br>네, 알겠습니다."
134,팀단톡,1.00,,12:17,아트님,"unCheck_num = 0<br>아니 그놈의 정렬, 대칭에 강박 있어요?"
135,팀단톡,1.00,,12:18,팀장님,unCheck_num = 0<br>아니 그게 아니라 보기 불편하다니까요?
136,팀단톡,1.00,,12:18,아트님,unCheck_num = 0<br>아니… 아니에요. 그러면 다수결로 하시죠.
137,팀단톡,2.00,,12:18,팀장님,unCheck_num = 0<br>콜. 채린아 산호야 다시 잘 봐봐
138,팀단톡,2.00,,12:19,김산호,unCheck_num = 0<br>난 둘다 좋아~
139,팀단톡,1.00,,12:19,이채린,unCheck_num = 0<br>잘 모르겠는데.. 좀 더 고민할 시간을 주실 수 있을까요…?
140,팀단톡,2.00,,12:19,아트님,"unCheck_num = 0<br>네, 편히 생각하고 결정해주세요."
141,팀단톡,1.00,,12:20,팀장님,unCheck_num = 0<br>그냥 지금 딱 하나 고르면 되는데 왜?
142,팀단톡,2.00,,12:20,이채린,unCheck_num = 0<br>아니 근데 이렇게까지 싸워야해요..?
143,팀단톡,1.00,,12:21,김산호,unCheck_num = 0<br>맞어 맞어~ 싸우지마~
144,팀단톡,2.00,,12:22,이채린,unCheck_num = 0<br>이게 한두번도 아니고…
145,팀단톡,1.00,,12:22,이채린,unCheck_num = 0<br>다들 너무 심각하게 하려고 하고…
146,팀단톡,1.00,,12:23,이채린,unCheck_num = 0<br>내가 너무 생각이 없나 싶고…
147,팀단톡,1.00,,,독백,어... (1t)
148,팀단톡,3.00,,12:23,아트님,unCheck_num = 0<br>아 그런거 아니에요.
149,팀단톡,1.00,,12:24,팀장님,unCheck_num = 0<br>맞아. 왜 그렇게 생각해. 잘 하고 있어.
150,팀단톡,1.00,,12::24,김산호,unCheck_num = 0<br>맞아 언니! 언니 최고!
151,김산호,2.00,,12:25,김산호,unCheck_num = 0<br>언니
152,김산호,0.00,,12:25,김산호,unCheck_num = 0<br>언니
153,김산호,1.00,,12:26,김산호,unCheck_num = 0<br>채린 언니가 많이 의기소침해진 거 같아.
154,김산호,2.00,,12:26,아트님,unCheck_num = 0<br>안 그래도 그래서 앞으로 아트 논의는 팀장님이랑 둘이 있을 때만 하려고.
155,김산호,1.00,,12:26,김산호,unCheck_num = 0<br>좋아~ 근데 나는 껴줘~
